date,고흥·녹동항,당진·삽교호,부산·광안리
2023-01-01,0.0,0.0,2.72724
2023-01-02,0.0,0.0,1.00729
2023-01-03,0.0,0.0,0.66599
2023-01-04,0.0,0.0,0.56628
2023-01-05,0.0,0.0,0.83792
2023-01-06,0.0,0.0,1.55504
2023-01-07,0.0,0.0,3.42008
2023-01-08,0.0,0.0,0.9421
2023-01-09,0.0,0.0,0.76122
2023-01-10,0.0,0.0,0.54391
2023-01-11,0.0,0.0,0.55733
2023-01-12,0.0,0.0,0.57267
2023-01-13,0.0,0.0,0.74716
2023-01-14,0.0,0.0,1.95323
2023-01-15,0.0,0.0,0.49725
2023-01-16,0.0,0.0,0.43462
2023-01-17,0.0,0.0,0.48575
2023-01-18,0.0,0.0,0.52857
2023-01-19,0.0,0.0,0.6564
2023-01-20,0.0,0.0,0.96958
2023-01-21,0.0,0.0,4.13018
2023-01-22,0.0,0.0,1.85289
2023-01-23,0.0,0.0,1.54674
2023-01-24,0.0,0.0,1.96538
2023-01-25,0.0,0.0,1.12618
2023-01-26,0.0,0.0,0.91078
2023-01-27,0.0,0.0,1.04884
2023-01-28,0.0,0.0,3.17657
2023-01-29,0.0,0.0,0.82705
2023-01-30,0.0,0.0,0.6743
2023-01-31,0.0,0.0,0.59376
2023-02-01,0.0,0.0,0.63659
2023-02-02,0.0,0.0,0.74205
2023-02-03,0.0,0.0,0.96703
2023-02-04,0.0,0.0,3.27052
2023-02-05,0.0,0.0,0.92548
2023-02-06,0.0,0.0,0.69411
2023-02-07,0.0,0.0,0.60527
2023-02-08,0.0,0.0,0.62444
2023-02-09,0.0,0.0,0.58993
2023-02-10,0.0,0.0,0.85901
2023-02-11,0.0,0.0,3.5722
2023-02-12,0.0,0.0,1.02455
2023-02-13,0.0,0.0,0.78487
2023-02-14,0.0,0.0,0.76122
2023-02-15,0.0,0.0,0.67621
2023-02-16,0.0,0.0,0.69731
2023-02-17,0.0,0.0,0.94977
2023-02-18,0.0,0.0,2.61795
2023-02-19,0.0,0.0,0.77528
2023-02-20,0.0,0.0,0.55669
2023-02-21,0.0,0.0,0.5388
2023-02-22,0.0,0.0,0.52154
2023-02-23,0.0,0.0,0.63531
2023-02-24,0.0,0.0,0.96
2023-02-25,0.0,0.0,3.75627
2023-02-26,0.0,0.0,0.81683
2023-02-27,0.0,0.0,0.49342
2023-02-28,0.00319,0.0,0.46721
2023-03-01,0.0,0.0,0.49597
2023-03-02,0.0,0.0,0.37773
2023-03-03,0.0,0.0,0.61422
2023-03-04,0.0,0.0,2.86338
2023-03-05,0.0,0.0,0.65704
2023-03-06,0.0,0.0,0.45251
2023-03-07,0.0,0.0,0.42439
2023-03-08,0.0,0.0,0.40458
2023-03-09,0.0,0.0,0.46721
2023-03-10,0.0,0.0,0.65576
2023-03-11,0.0,0.0,2.88064
2023-03-12,0.0,0.0,0.64873
2023-03-13,0.0,0.0,0.47808
2023-03-14,0.0,0.0,0.46274
2023-03-15,0.0,0.0,0.47744
2023-03-16,0.0,0.0,0.56117
2023-03-17,0.0,0.0,1.59659
2023-03-18,0.0,0.0,3.66871
2023-03-19,0.0,0.0,0.95936
2023-03-20,0.0,0.0,0.68708
2023-03-21,0.0,0.0,0.55286
2023-03-22,0.0,0.0,0.55605
2023-03-23,0.0,0.0,0.56692
2023-03-24,0.0,0.0,0.80404
2023-03-25,0.0,0.0,3.25582
2023-03-26,0.0,0.0,0.81747
2023-03-27,0.0,0.0,0.58865
2023-03-28,0.0,0.0,0.54966
2023-03-29,0.0,0.0,0.52793
2023-03-30,0.0,0.0,0.71137
2023-03-31,0.0,0.0,1.21246
2023-04-01,0.0,0.0,4.59612
2023-04-02,0.0,0.0,0.92037
2023-04-03,0.0,0.0,0.70689
2023-04-04,0.0,0.0,0.66151
2023-04-05,0.0,0.0,0.71904
2023-04-06,0.0,0.0,1.66306
2023-04-07,0.0,0.0,1.07888
2023-04-08,0.0,0.0,3.18424
2023-04-09,0.0,0.0,0.78104
2023-04-10,0.0,0.0,0.59952
2023-04-11,0.0,0.0,0.51387
2023-04-12,0.0,0.0,0.47424
2023-04-13,0.0,0.0,0.5976
2023-04-14,0.00383,0.0,0.68197
2023-04-15,0.0,0.0,3.65912
2023-04-16,0.00447,0.0,0.75227
2023-04-17,0.0,0.0,0.5944
2023-04-18,0.00383,0.0,0.51068
2023-04-19,0.0,0.0,0.56053
2023-04-20,0.00511,0.0,0.6123
2023-04-21,0.0115,0.0,0.95105
2023-04-22,0.01725,0.0,3.10179
2023-04-23,0.00703,0.0,0.76442
2023-04-24,0.00447,0.0,0.63275
2023-04-25,0.0,0.0,0.56756
2023-04-26,0.0083,0.0,0.68133
2023-04-27,0.00319,0.0,0.78104
2023-04-28,0.00703,0.0,1.15941
2023-04-29,0.01278,0.0,3.72368
2023-04-30,0.01725,0.0,1.20096
2023-05-01,0.01789,0.0,0.63467
2023-05-02,0.01214,0.0,0.59376
2023-05-03,0.02556,0.0,0.55542
2023-05-04,0.01917,0.0,0.54519
2023-05-05,0.03195,0.0,0.81363
2023-05-06,0.07158,0.0,2.0114
2023-05-07,0.02109,0.0,0.46593
2023-05-08,0.02173,0.0,0.46402
2023-05-09,0.01917,0.0,0.51004
2023-05-10,0.05177,0.0,0.48511
2023-05-11,0.08181,0.0,0.5356
2023-05-12,0.09778,0.0,1.05203
2023-05-13,0.52985,0.0,2.92282
2023-05-14,0.14189,0.0,0.83345
2023-05-15,0.21283,0.0,0.55925
2023-05-16,0.07605,0.0,0.52218
2023-05-17,0.06455,0.0,0.6155
2023-05-18,0.07094,0.0,0.64234
2023-05-19,0.10801,0.0,0.97981
2023-05-20,0.3151,0.0,3.85982
2023-05-21,0.08372,0.0,0.96767
2023-05-22,0.0735,0.0,0.79062
2023-05-23,0.06583,0.0,0.82514
2023-05-24,0.07286,0.0,0.84559
2023-05-25,0.1144,0.0,0.99387
2023-05-26,0.10673,0.0,1.59979
2023-05-27,0.42631,0.0,7.78803
2023-05-28,0.06327,0.0,1.45406
2023-05-29,0.03834,0.0,0.90311
2023-05-30,0.0441,0.0,0.87179
2023-05-31,0.04729,0.0,0.82066
2023-06-01,0.06008,0.0,0.88969
2023-06-02,0.09842,0.0,1.40037
2023-06-03,0.48255,0.0,5.56123
2023-06-04,0.1029,0.0,1.83691
2023-06-05,0.07989,0.0,1.14855
2023-06-06,0.05496,0.0,0.86988
2023-06-07,0.06838,0.0,0.86029
2023-06-08,0.05432,0.0,0.8213
2023-06-09,0.07414,0.0,1.23164
2023-06-10,0.30487,0.0,4.27654
2023-06-11,0.03898,0.0,0.99771
2023-06-12,0.04601,0.0,0.72863
2023-06-13,0.03643,0.0,0.71201
2023-06-14,0.03579,0.0,0.83984
2023-06-15,0.03643,0.0,0.85582
2023-06-16,0.07414,0.0,1.17731
2023-06-17,0.25693,0.0,4.82877
2023-06-18,0.0377,0.0,1.11787
2023-06-19,0.05944,0.0,0.81938
2023-06-20,0.05113,0.0,0.74269
2023-06-21,0.02556,0.0,0.69795
2023-06-22,0.05624,0.0,0.82705
2023-06-23,0.06519,0.0,1.27254
2023-06-24,0.2825,0.0,4.86903
2023-06-25,0.0441,0.0,0.87435
2023-06-26,0.02556,0.0,0.65321
2023-06-27,0.02556,0.0,0.60847
2023-06-28,0.01214,0.0,0.62317
2023-06-29,0.02237,0.0,0.6155
2023-06-30,0.03962,0.0,1.03542
2023-07-01,0.18663,0.0,4.74632
2023-07-02,0.04026,0.0,1.14343
2023-07-03,0.03579,0.0,0.73182
2023-07-04,0.02876,0.0,0.64554
2023-07-05,0.04026,0.0,0.69667
2023-07-06,0.51131,0.0,0.79446
2023-07-07,0.12974,0.0,0.87116
2023-07-08,0.24543,0.0,4.16277
2023-07-09,0.04793,0.0,0.93379
2023-07-10,0.03259,0.0,0.65384
2023-07-11,0.02748,0.0,0.5535
2023-07-12,0.03131,0.0,0.58482
2023-07-13,0.04346,0.0,0.6091
2023-07-14,0.05496,0.0,0.70562
2023-07-15,0.08756,0.0,2.32969
2023-07-16,0.023,0.0,0.54199
2023-07-17,0.03387,0.0,0.58993
2023-07-18,0.03323,0.0,0.48894
2023-07-19,0.04026,0.0,0.56884
2023-07-20,0.03834,0.0,0.64234
2023-07-21,0.05304,0.0,1.05843
2023-07-22,0.10418,0.0,4.55457
2023-07-23,0.03707,0.0,1.08719
2023-07-24,0.0588,0.0,0.86988
2023-07-25,0.05496,0.0,0.96639
2023-07-26,0.06071,0.0,0.94785
2023-07-27,0.06838,0.0,1.22013
2023-07-28,0.12527,0.0,1.94173
2023-07-29,0.48511,0.0,5.72933
2023-07-30,0.09523,0.0,1.59148
2023-07-31,0.08181,0.0,1.02519
2023-08-01,0.07222,0.0,0.99068
2023-08-02,0.07797,0.0,0.99899
2023-08-03,0.0703,0.0,1.06098
2023-08-04,0.1291,0.0,1.44511
2023-08-05,0.40905,0.0,4.6236
2023-08-06,0.07861,0.0,1.18114
2023-08-07,0.06583,0.0,0.78679
2023-08-08,0.04665,0.0,0.72671
2023-08-09,0.04665,0.0,0.55669
2023-08-10,0.06263,0.0,0.77081
2023-08-11,0.1879,0.0,1.62663
2023-08-12,0.50428,0.0,6.9501
2023-08-13,0.09842,0.0,2.46328
2023-08-14,0.07094,0.0,1.56399
2023-08-15,0.03579,0.0,1.26807
2023-08-16,0.04026,0.0,0.88394
2023-08-17,0.0441,0.0,0.9127
2023-08-18,0.07286,0.0,1.28724
2023-08-19,0.27483,0.0,4.0816
2023-08-20,0.15403,0.0,0.92548
2023-08-21,0.03707,0.0,0.68516
2023-08-22,0.03515,0.0,0.64362
2023-08-23,0.04921,0.0,0.61933
2023-08-24,0.05049,0.0,0.65768
2023-08-25,0.05816,0.0,1.1658
2023-08-26,0.2678,0.0,4.77636
2023-08-27,0.03451,0.0,1.13704
2023-08-28,0.04793,0.0,0.70817
2023-08-29,0.0262,0.0,0.56948
2023-08-30,0.02428,0.0,0.51898
2023-08-31,0.04601,0.0,0.56948
2023-09-01,0.05241,0.0,0.69411
2023-09-02,0.13486,0.0,3.27244
2023-09-03,0.02684,0.0,0.72671
2023-09-04,0.02876,0.0,0.56884
2023-09-05,0.02492,0.0,0.56884
2023-09-06,0.03643,0.0,0.55797
2023-09-07,0.04218,0.0,0.58354
2023-09-08,0.1585,0.0,1.01049
2023-09-09,0.75994,0.0,4.46701
2023-09-10,0.10673,0.0,0.9127
2023-09-11,0.08564,0.0,0.69922
2023-09-12,0.06838,0.0,0.69859
2023-09-13,0.06008,0.0,0.54327
2023-09-14,0.04346,0.0,0.565
2023-09-15,0.06647,0.0,0.80213
2023-09-16,0.09906,0.0,1.43552
2023-09-17,0.04346,0.0,0.59952
2023-09-18,0.04026,0.0,0.57331
2023-09-19,0.03451,0.0,0.74908
2023-09-20,0.03707,0.0,0.47169
2023-09-21,0.03004,0.0,0.60271
2023-09-22,0.07733,0.0,0.94146
2023-09-23,0.20836,0.0,4.62616
2023-09-24,0.0441,0.0,0.78231
2023-09-25,0.05113,0.0,0.57331
2023-09-26,0.04282,0.0,0.55925
2023-09-27,0.08053,0.0,1.20927
2023-09-28,0.11952,0.0,1.8107
2023-09-29,0.1732,0.0,3.03084
2023-09-30,0.78104,0.0,11.03235
2023-10-01,0.28186,0.0,2.34056
2023-10-02,0.07222,0.0,1.25784
2023-10-03,0.03834,0.0,0.84879
2023-10-04,0.05049,0.0,0.8686
2023-10-05,0.05816,0.0,0.87179
2023-10-06,0.09331,0.0,1.35243
2023-10-07,0.20069,0.0,4.63574
2023-10-08,0.06391,0.0,1.25209
2023-10-09,0.03259,0.0,0.82961
2023-10-10,0.03131,0.0,0.71329
2023-10-11,0.05624,0.0,0.60591
2023-10-12,0.03962,0.0,0.67941
2023-10-13,0.06647,0.0,1.01241
2023-10-14,0.22178,0.0,4.75399
2023-10-15,0.04282,0.0,0.92932
2023-10-16,0.03579,0.0,0.65768
2023-10-17,0.04282,0.0,0.64681
2023-10-18,0.04154,0.0,0.53241
2023-10-19,0.06711,0.0,0.62061
2023-10-20,0.06966,0.0,1.00793
2023-10-21,0.15531,0.0,4.73289
2023-10-22,0.02492,0.0,0.76378
2023-10-23,0.02173,0.0,0.61997
2023-10-24,0.0147,0.0,0.50684
2023-10-25,0.02684,0.0,0.54966
2023-10-26,0.03195,0.0,0.57587
2023-10-27,0.05752,0.0,0.96958
2023-10-28,0.17065,0.0,4.26823
2023-10-29,0.04729,0.0,0.76186
2023-10-30,0.04601,0.0,0.49406
2023-10-31,0.04154,0.0,0.43334
2023-11-01,0.03131,0.0,0.40905
2023-11-02,0.06071,0.0,0.40777
2023-11-03,0.10162,0.0,0.49917
2023-11-04,0.31701,0.0,1.04436
2023-11-05,0.06263,0.0,0.52154
2023-11-06,0.04537,0.0,0.50556
2023-11-07,0.02876,0.0,0.4736
2023-11-08,0.03004,0.0,0.46018
2023-11-09,0.02173,0.0,0.52282
2023-11-10,0.03643,0.0,0.68772
2023-11-11,0.14189,0.0,3.2277
2023-11-12,0.01533,0.0,0.56309
2023-11-13,0.0147,0.0,0.45699
2023-11-14,0.01597,0.0,0.48
2023-11-15,0.00894,0.0,0.43845
2023-11-16,0.02045,0.0,0.50428
2023-11-17,0.03515,0.0,0.75675
2023-11-18,0.08628,0.0,2.79691
2023-11-19,0.01086,0.0,0.63531
2023-11-20,0.01022,0.0,0.45699
2023-11-21,0.00958,0.0,0.43589
2023-11-22,0.03259,0.0,0.41928
2023-11-23,0.03387,0.0,0.51898
2023-11-24,0.0556,0.0,0.73438
2023-11-25,0.26269,0.0,2.98035
2023-11-26,0.02109,0.0,0.58226
2023-11-27,0.03451,0.0,0.56117
2023-11-28,0.01214,0.0,0.54455
2023-11-29,0.00383,0.0,0.49022
2023-11-30,0.00766,0.0,0.49597
2023-12-01,0.02173,0.0,0.69795
2023-12-02,0.05304,0.0,2.61859
2023-12-03,0.00894,0.0,0.65768
2023-12-04,0.00894,0.0,0.51579
2023-12-05,0.00511,0.0,0.55414
2023-12-06,0.0,0.0,0.52601
2023-12-07,0.00447,0.0,0.58226
2023-12-08,0.01278,0.0,0.82897
2023-12-09,0.01725,0.0,3.40474
2023-12-10,0.00639,0.0,0.7625
2023-12-11,0.00319,0.0,0.565
2023-12-12,0.0,0.0,0.54519
2023-12-13,0.00383,0.0,0.54327
2023-12-14,0.0,0.0,0.56309
2023-12-15,0.0,0.0,0.76122
2023-12-16,0.0,0.0,2.40447
2023-12-17,0.0,0.0,0.70689
2023-12-18,0.0,0.0,0.60271
2023-12-19,0.0,0.0,0.62892
2023-12-20,0.0,0.0,0.57715
2023-12-21,0.0,0.0,0.689
2023-12-22,0.0,0.0,0.96575
2023-12-23,0.01533,0.0,4.85881
2023-12-24,0.0083,0.0,2.18397
2023-12-25,0.00383,0.0,1.04756
2023-12-26,0.00383,0.0,0.74333
2023-12-27,0.0,0.0,0.89672
2023-12-28,0.0,0.0,0.94657
2023-12-29,0.00958,0.0,2.73939
2023-12-30,0.01278,0.0,8.78702
2023-12-31,0.02173,0.0,28.24272
2024-01-01,0.01789,0.0,100.0
2024-01-02,0.00511,0.0,12.18282
2024-01-03,0.00319,0.0,3.24943
2024-01-04,0.00383,0.0,2.29454
2024-01-05,0.00383,0.0,2.61412
2024-01-06,0.0083,0.0,7.30227
2024-01-07,0.0,0.0,1.78897
2024-01-08,0.0,0.0,1.13512
2024-01-09,0.00511,0.0,1.04948
2024-01-10,0.0,0.0,0.99004
2024-01-11,0.0,0.0,0.98748
2024-01-12,0.0,0.0,1.47643
2024-01-13,0.00639,0.0,5.04288
2024-01-14,0.0,0.0,1.24122
2024-01-15,0.0,0.0,0.82961
2024-01-16,0.0,0.0,0.80788
2024-01-17,0.0,0.0,0.75483
2024-01-18,0.0,0.0,0.81619
2024-01-19,0.0,0.0,1.1805
2024-01-20,0.0,0.0,1.31856
2024-01-21,0.0,0.0,0.87819
2024-01-22,0.0,0.0,0.6155
2024-01-23,0.00319,0.0,0.65193
2024-01-24,0.00639,0.0,0.67494
2024-01-25,0.0,0.0,0.72032
2024-01-26,0.00319,0.0,1.22269
2024-01-27,0.00575,0.0,4.81854
2024-01-28,0.00319,0.0,0.94338
2024-01-29,0.00447,0.0,0.71904
2024-01-30,0.0,0.0,0.63147
2024-01-31,0.00319,0.0,0.60016
2024-02-01,0.0,0.0,0.63467
2024-02-02,0.00319,0.0,1.02008
2024-02-03,0.00447,0.0,3.29545
2024-02-04,0.0,0.0,0.75547
2024-02-05,0.0,0.0,0.58162
2024-02-06,0.0,0.0,0.58418
2024-02-07,0.00319,0.0,0.72351
2024-02-08,0.00319,0.0,1.14535
2024-02-09,0.0147,0.0,2.86402
2024-02-10,0.03387,0.0,11.72966
2024-02-11,0.01853,0.0,2.06573
2024-02-12,0.00703,0.0,0.99195
2024-02-13,0.01661,0.0,0.9453
2024-02-14,0.00894,0.0,0.7478
2024-02-15,0.00766,0.0,0.76825
2024-02-16,0.0115,0.0,1.16836
2024-02-17,0.02109,0.0,4.74056
2024-02-18,0.00575,0.0,0.99259
2024-02-19,0.01533,0.0,0.77848
2024-02-20,0.023,0.0,0.70242
2024-02-21,0.01022,0.0,0.6238
2024-02-22,0.0083,0.0,0.69347
2024-02-23,0.00766,0.0,1.06354
2024-02-24,0.01086,0.0,2.50546
2024-02-25,0.00894,0.0,0.83153
2024-02-26,0.01214,0.0,0.69347
2024-02-27,0.00383,0.0,0.69603
2024-02-28,0.01086,0.0,0.75291
2024-02-29,0.0115,0.0,0.7593
2024-03-01,0.01789,0.0,1.83819
2024-03-02,0.01342,0.0,5.44938
2024-03-03,0.01278,0.0,0.62061
2024-03-04,0.01022,0.0,0.50173
2024-03-05,0.00511,0.0,0.45315
2024-03-06,0.00511,0.0,0.49917
2024-03-07,0.00703,0.0,0.54455
2024-03-08,0.00766,0.0,0.81555
2024-03-09,0.0147,0.0,3.30695
2024-03-10,0.0,0.0,0.6858
2024-03-11,0.01406,0.0,0.49725
2024-03-12,0.00511,0.0,0.48767
2024-03-13,0.00766,0.0,0.46466
2024-03-14,0.02556,0.0,0.54775
2024-03-15,0.01533,0.0,0.85645
2024-03-16,0.02748,0.0,3.98317
2024-03-17,0.00766,0.0,0.73566
2024-03-18,0.0115,0.0,0.58673
2024-03-19,0.0083,0.0,0.45187
2024-03-20,0.01406,0.0,0.44932
2024-03-21,0.0083,0.0,0.4474
2024-03-22,0.00958,0.0,0.77145
2024-03-23,0.01406,0.0,4.07585
2024-03-24,0.00703,0.0,0.63851
2024-03-25,0.0083,0.0,0.55733
2024-03-26,0.01853,0.0,0.51323
2024-03-27,0.02684,0.0,0.51259
2024-03-28,0.01789,0.0,0.54135
2024-03-29,0.01917,0.0,0.83536
2024-03-30,0.02173,0.0,4.03558
2024-03-31,0.02109,0.0,0.71392
2024-04-01,0.01533,0.0,0.5356
2024-04-02,0.02748,0.0,0.48575
2024-04-03,0.03067,0.0,0.49917
2024-04-04,0.02556,0.0,0.58226
2024-04-05,0.04282,0.0,0.90759
2024-04-06,0.08308,0.0,3.77481
2024-04-07,0.03834,0.0,0.77337
2024-04-08,0.07797,0.0,0.53049
2024-04-09,0.09715,0.0,0.52857
2024-04-10,0.0997,0.0,0.57459
2024-04-11,0.16042,0.0,0.62572
2024-04-12,0.26524,0.0,0.95169
2024-04-13,0.99323,0.0,3.99212
2024-04-14,0.27802,0.0,0.71201
2024-04-15,0.75739,0.0,0.54327
2024-04-16,0.294,0.0,0.57459
2024-04-17,0.37006,0.0,0.57651
2024-04-18,0.37454,0.0,0.6123
2024-04-19,0.35089,0.0,0.84112
2024-04-20,0.40905,0.0,1.18114
2024-04-21,0.18663,0.0,0.63659
2024-04-22,0.18982,0.0,0.60335
2024-04-23,0.18982,0.0,0.58929
2024-04-24,0.19621,0.0,0.60591
2024-04-25,0.23968,0.0,0.72607
2024-04-26,0.31893,0.0,1.02711
2024-04-27,0.96767,0.0,4.29444
2024-04-28,0.2384,0.0,0.91653
2024-04-29,0.21667,0.00639,0.751
2024-04-30,0.2058,0.02748,0.73438
2024-05-01,0.21731,0.0083,0.71073
2024-05-02,0.20516,0.01725,0.85773
2024-05-03,0.3886,0.02109,1.32943
2024-05-04,1.44192,0.0115,5.72805
2024-05-05,0.15339,0.03323,0.77273
2024-05-06,0.10418,0.07158,0.69859
2024-05-07,0.11121,0.11696,0.61613
2024-05-08,0.07094,0.14956,0.55542
2024-05-09,0.1144,0.1796,0.74013
2024-05-10,0.15403,0.23648,1.40548
2024-05-11,0.20324,0.20964,3.61374
2024-05-12,0.07733,0.27994,0.9159
2024-05-13,0.07286,0.87819,0.60719
2024-05-14,0.07797,3.44757,0.68325
2024-05-15,0.07669,0.5241,0.65384
2024-05-16,0.10034,0.26077,0.69922
2024-05-17,0.16298,0.12271,0.99068
2024-05-18,0.57459,0.12079,4.51239
2024-05-19,0.085,0.05241,0.98556
2024-05-20,0.11057,0.03898,0.75227
2024-05-21,0.08053,0.03515,0.67302
2024-05-22,0.09906,0.023,0.67621
2024-05-23,0.09075,0.02684,0.75163
2024-05-24,0.14956,0.02492,1.18498
2024-05-25,0.51579,0.03451,5.25252
2024-05-26,0.06966,0.01086,0.83345
2024-05-27,0.09203,0.00511,0.76697
2024-05-28,0.09651,0.00703,0.70178
2024-05-29,0.09842,0.01214,0.64745
2024-05-30,0.08245,0.01533,0.74141
2024-05-31,0.18279,0.01406,1.09422
2024-06-01,0.52538,0.01981,4.33854
2024-06-02,0.14764,0.01022,0.96064
2024-06-03,0.10545,0.00447,0.82258
2024-06-04,0.08308,0.00383,0.70689
2024-06-05,0.0997,0.00511,0.84879
2024-06-06,0.12591,0.01278,1.31217
2024-06-07,0.12719,0.01533,1.43041
2024-06-08,0.15467,0.02237,1.78642
2024-06-09,0.04601,0.02812,0.62253
2024-06-10,0.0588,0.02045,1.20287
2024-06-11,0.0441,0.00383,0.65321
2024-06-12,0.05241,0.00703,0.67494
2024-06-13,0.0997,0.13166,0.69986
2024-06-14,0.10673,0.02109,1.13065
2024-06-15,0.37773,0.01917,4.25992
2024-06-16,0.06327,0.00511,0.98812
